,FalseSent,Option,label
3590,a lamp is used for sitting on,A lamp isn't meant for sitting on,1
3592,JIM CAUGHT A FISH WITH PLATE.,USUALLY THE PLATE  DOESN'T HAVE HOLES.,1
3593,JIM CAUGHT A FISH WITH PLATE.,THE PLATE ALSO USED FOR SOMETHING TO   BE HOLDS,0
3594,JIM CAUGHT A FISH WITH PLATE.,THE FISH CANNOT CAUGHT WITH PLATE.,0
3596,My smartphone has got only one application,"If my smartphone had only one application, it would not be a smartphone",1
3597,My smartphone has got only one application,I can open one application on my smartphone,0
3598,My smartphone has got only one application,Several applications can be opened by only one smartphone,0
3600,he shot the man with spoon,spoon is in different shapes,0
3601,he shot the man with spoon,spoon is not a weapon,1
3602,he shot the man with spoon,spoon is made of plastic,0
3604,It's okay to die sometimes,You can't die during the week,0
3605,It's okay to die sometimes,Dying is very expensive,0
3606,It's okay to die sometimes,You can only die once,1
3608,he wrote home work in his bag,Bag is not a right choice to write the home works,1
3609,he wrote home work in his bag,the bag has more space,0
3610,he wrote home work in his bag,the bag has fantastic color.,0
3612,A hair dresser is part of the government.,A hair dresser works in the hair salon and not part of the government.,1
3613,A hair dresser is part of the government.,Hair dressers and government ministers are both professions.,0
3614,A hair dresser is part of the government.,Hair dressers and government ministers both earn money and are humans.,0
3616,He visited petrol bunk to withdraw cash,petrol bunk provides petrol for vehicle,1
3617,He visited petrol bunk to withdraw cash,There are many petrol bunk across the city,0
3618,He visited petrol bunk to withdraw cash,Petrol bunk is normally crowded,0
3620,You are likely to find a dog in ocean,Dogs bark at strangers,0
3621,You are likely to find a dog in ocean,Dogs are terrestrial animals,1
3622,You are likely to find a dog in ocean,Ocean water is salty,0
3624,I enjoy teaching my 8 year old son to ride a motor cycle,Motor cycles are similar to bicycle and has 2 wheels and a handle bar just like cycles,0
3625,I enjoy teaching my 8 year old son to ride a motor cycle,Most kids enjoy a motorcycle ride when it is a warm sunny day outside,0
3626,I enjoy teaching my 8 year old son to ride a motor cycle,A motor cycle is meant for adults and a 7 year old kid cannot handle it,1
3628,the car was floating on the water,Car has four wheels and four doors,0
3629,the car was floating on the water,Car cannot float,1
3630,the car was floating on the water,Car comes in different color mostly,0
3632,Birds fly using their feet.,A seagull is a bird that flies near oceans.,0
3633,Birds fly using their feet.,Eagles are birds of prey.,0
3634,Birds fly using their feet.,"Birds use their feet to walk, not fly.",1
3636,All state flowers are the scarlet carnation.,State flowers can be any unique flower,0
3637,All state flowers are the scarlet carnation.,State flowers are unique to each state.,1
3638,All state flowers are the scarlet carnation.,State flowers are found online,0
3640,A piece of paper is for writing money.,Money has the form of a piece of paper.,0
3641,A piece of paper is for writing money.,Pieces of paper are white and money is green.,0
3642,A piece of paper is for writing money.,It is not possible to write money.,1
3644,He put a table on a cake,"Table are soft, cake is rigid",0
3645,He put a table on a cake,A table is where you put things on,1
3646,He put a table on a cake,A cake cannot eat a table,0
3648,He read burger in library,Burger is a food item,1
3649,He read burger in library,Burger is offered by many restaurants,0
3650,He read burger in library,Burger tastes good,0
3652,toady i buy a summer,summer time buy a water  every person,0
3653,toady i buy a summer,summer time is very hot,0
3654,toady i buy a summer,summer is one of the climate,1
3656,he parked the spoon under the tree,spoon is made of steel,0
3657,he parked the spoon under the tree,spoon is not a vehicle,1
3658,he parked the spoon under the tree,spoon comes in different shapes and sizes,0
3660,Mary is going on vacation to the Sun,The Sun is very bright,0
3661,Mary is going on vacation to the Sun,You cannot go on vacation on the Sun,1
3662,Mary is going on vacation to the Sun,The Sun is farther than Spain,0
3664,He kicked the monkey into the goal.,Monkey have legs while football doesn't have legs.,0
3665,He kicked the monkey into the goal.,Football is used to kick in the goal while Monkey is an animal.,1
3666,He kicked the monkey into the goal.,Monkey is hard to kick as they run away.,0
3668,my brother drive road,everybody drive the car on the road,0
3669,my brother drive road,road is not a vehicle,1
3670,my brother drive road,road is use for fast move for vehicles,0
3672,She washed her book with soap,Soap isn't made to be used on books,1
3673,She washed her book with soap,Soap is liquid and books are solid,0
3674,She washed her book with soap,You can read about soap in books,0
3676,She planted the toothpaste in the garden to grow.,toothpaste is man made and is not to be put in a garden to grow,1
3677,She planted the toothpaste in the garden to grow.,"Toothpaste has many brands, roses have many colours",0
3678,She planted the toothpaste in the garden to grow.,roses can not be grown with toothpaste,0
3680,The polar bear flew south for the winter,Polar bears cannot fly,1
3681,The polar bear flew south for the winter,Polar bears like the cold,0
3682,The polar bear flew south for the winter,Polar bears aren't migratory creatures,0
3684,SHE PRACTICES CYCLING WITH CAR.,SHE  IS TOO SHORT TO DRIVE A  CAR.,0
3685,SHE PRACTICES CYCLING WITH CAR.,CYCLE  AND CAR ARE DIFFERENT TRANSPORTS.,1
3686,SHE PRACTICES CYCLING WITH CAR.,CAR IS BIGGER THAN A CYCLE.,0
3688,A hippopotamus got into the car,A hippopotamus cannot drive a car,0
3689,A hippopotamus got into the car,A hippopotamus has feet whereas a car has wheels,0
3690,A hippopotamus got into the car,A hippopotamus is too big to fit in the car,1
3692,The wedding cake was very happy for the bride and groom.,Cakes are part of the wedding celebration.,0
3693,The wedding cake was very happy for the bride and groom.,Wedding cakes are objects and cannot have feelings.,1
3694,The wedding cake was very happy for the bride and groom.,There is a wide choice of cake flavours to choose from.,0
3696,Fires can be used to prevent death.,Bodies are sometimes burned after death.,0
3697,Fires can be used to prevent death.,Cremation refers to burning bodies after death.,0
3698,Fires can be used to prevent death.,Fires are dangerous rather than helpful.,1
3700,He carries lion into the basket,Lion cannot hold in baskets,1
3701,He carries lion into the basket,Lion cannot eat baskets,0
3702,He carries lion into the basket,Lion had a soul but basket not,0
3704,There are seventy minutes in an hour,Seventy minutes are an hour an ten minutes,0
3705,There are seventy minutes in an hour,"By the international system standard, an hour has got sixty minutes or 3600 seconds",1
3706,There are seventy minutes in an hour,Seventy hours is more than one minute,0
3708,he charged his phone with a hdmi cable,and hdmi cable is a type of cable,0
3709,he charged his phone with a hdmi cable,the hdmi cable transfers electricity similar to the phone cable,0
3710,he charged his phone with a hdmi cable,you cannot charge your phone with an hdmi cable,1
3712,he wore watch on his nose,Watch cannot be worn around nose,1
3713,he wore watch on his nose,Watch shows time and you cannot see with nose,0
3714,he wore watch on his nose,Hand is in cylinder shape while nose is in triangular shape,0
3716,A hammer drives nails by pressing.,The hammer drives nails more abruptly than by pressing.,1
3717,A hammer drives nails by pressing.,Pressing a nail would make less noise than striking a nail.,0
3718,A hammer drives nails by pressing.,Striking a nail pressed against wood is audible.,0
3720,My sister is working hard on her sleep,My sister sleeps every night after having worked hard,0
3721,My sister is working hard on her sleep,My sister has a friend sleeping with her that works hard on her project,0
3722,My sister is working hard on her sleep,Sleeping does not require a hard time or focusing a lot,1
3724,"People sleep longer than cats, up to 20 hours per day.",Cats sleep during the day while humans sleep at night.,0
3725,"People sleep longer than cats, up to 20 hours per day.",Sloth are hyperactive animals who run marathons.,0
3726,"People sleep longer than cats, up to 20 hours per day.",Cats spend most of the day and night sleeping than do humans.,1
3728,He sat on the table.,"A table is not ment to be sat on, only chairs.",1
3729,He sat on the table.,tables and chairs are brown but that does not mean we sit on tables.,0
3730,He sat on the table.,"Humans don't sit on tables, because cups sit on tables.",0
3732,Cats are reptiles,Cats do not slither like snakes,0
3733,Cats are reptiles,Cats cannot regrow their tails,0
3734,Cats are reptiles,Cats have fur and bear live young,1
3736,She got a soda out of an ATM.,A soda usually costs money while an ATM distributes money,0
3737,She got a soda out of an ATM.,ATM machines don't distribute soda,1
3738,She got a soda out of an ATM.,A soda cannot fit out of a cash slot,0
3740,today i went to fire,fire is need for cooking time,0
3741,today i went to fire,fire is not a living place,1
